cityid,regionid,countryid,countryname,countrycode,Continent,StateProvinceName,cityname,latitude,longitude
6765328,2884,182,Romania,RO,Europe,Bihor,Arv??eni,46.26967,25.30742
6765329,2884,182,Romania,RO,Europe,Bihor,Arv?teasca,43.95135,24.38616
6769895,2884,182,Romania,RO,Europe,Bihor,?asa,47.37563,23.63999
6769897,2884,182,Romania,RO,Europe,Bihor,?asa,44.98395,23.39054
6765327,2884,182,Romania,RO,Europe,Bihor,Asan,44.3,26
6765324,2884,182,Romania,RO,Europe,Bihor,As?u,46.31667,25.9
6765319,2884,182,Romania,RO,Europe,Bihor,A?chileu Dorna,46.98333,23.48333
6765316,2884,182,Romania,RO,Europe,Bihor,Ascio,46.5,25.16667
6809648,2884,182,Romania,RO,Europe,Bihor,Ascu?it,45.46268,22.88228
6775997,2884,182,Romania,RO,Europe,Bihor,Ascuns,46.21027,25.57259
6765315,2884,182,Romania,RO,Europe,Bihor,Ascu?itele,47.35,25.25
6765314,2884,182,Romania,RO,Europe,Bihor,Asinip,46.29771,23.88896
6765312,2884,182,Romania,RO,Europe,Bihor,Aspra,47.45021,23.63818
625807,2884,182,Romania,RO,Europe,Bihor,Astileu,,
6765308,2884,182,Romania,RO,Europe,Bihor,Asuaju de Jos,47.54052,23.22299
6765307,2884,182,Romania,RO,Europe,Bihor,Asuaju de Sus,47.56667,23.18333
6765305,2884,182,Romania,RO,Europe,Bihor,A?a,46.81667,25.9
6765293,2884,182,Romania,RO,Europe,Bihor,Atârna?i,44.1,26.63333
6765295,2884,182,Romania,RO,Europe,Bihor,Atârna?i,44.55,25.94972
6765304,2884,182,Romania,RO,Europe,Bihor,Atea,47.87153,22.7898
6765302,2884,182,Romania,RO,Europe,Bihor,A?el,46.15,24.46667
6770182,2884,182,Romania,RO,Europe,Bihor,Athenee Palace Hilton Bucharest,44.4413,26.09563
6765299,2884,182,Romania,RO,Europe,Bihor,Atia,46.48677,25.12963
6765298,2884,182,Romania,RO,Europe,Bihor,Atid,46.45,25.05
6765296,2884,182,Romania,RO,Europe,Bihor,A?inti?,46.43333,24.1
6769278,2884,182,Romania,RO,Europe,Bihor,??u?a,46.50376,24.39615
6769279,2884,182,Romania,RO,Europe,Bihor,??uli?a,46.66268,24.21505
6765289,2884,182,Romania,RO,Europe,Bihor,Aurel Vlaicu,46.17787,24.82072
6807105,2884,182,Romania,RO,Europe,Bihor,Aurora,47.79321,22.87403
6771259,2884,182,Romania,RO,Europe,Bihor,AUTOMOBILE BAVARIA B?neasa,44.50145,26.07965
6773221,2884,182,Romania,RO,Europe,Bihor,Autoritatea Na?ional? pentru Supravegherea Prelucr?rii Datelor cu Caracter Personal (ANSPDCP),44.43935,26.11881
6769869,2884,182,Romania,RO,Europe,Bihor,?a?vere?,46.594,25.07419
6808312,2884,182,Romania,RO,Europe,Bihor,Aviatiei,44.4825,26.10225
6808497,2884,182,Romania,RO,Europe,Bihor,Avis Boutique Hotel Rs,44.4941,26.08112
6765282,2884,182,Romania,RO,Europe,Bihor,Avr?me?ti,46.33333,25.01667
6765279,2884,182,Romania,RO,Europe,Bihor,Avr?me?ti,46.53621,24.09928
6765269,2884,182,Romania,RO,Europe,Bihor,Avrig,45.71667,24.38333
6765266,2884,182,Romania,RO,Europe,Bihor,Axente Sever,46.1,24.21667
6762291,2884,182,Romania,RO,Europe,Bihor,Ba?a,47.1886,23.996
6762289,2884,182,Romania,RO,Europe,Bihor,B???lar,45.69738,23.01842
6765261,2884,182,Romania,RO,Europe,Bihor,Baba,47.34027,23.74561
6765241,2884,182,Romania,RO,Europe,Bihor,Bab?a,47.45778,22.94283
6765256,2884,182,Romania,RO,Europe,Bihor,Baba Novac,47.64922,22.79304
6765254,2884,182,Romania,RO,Europe,Bihor,B?b??e?ti,47.77594,23.09921
6765258,2884,182,Romania,RO,Europe,Bihor,B?b?i?a,44.16667,25.38333
6765255,2884,182,Romania,RO,Europe,Bihor,Babaroaga,44.54735,25.19316
6765253,2884,182,Romania,RO,Europe,Bihor,B?bdiu,47.12698,23.69946
6775567,2884,182,Romania,RO,Europe,Bihor,Babei,45.63852,24.68762
6765251,2884,182,Romania,RO,Europe,Bihor,B?beni,47.3,23.4
6765249,2884,182,Romania,RO,Europe,Bihor,B?be?ti,47.96893,23.07948
6765247,2884,182,Romania,RO,Europe,Bihor,B?biciu,44.03333,24.56667
6765245,2884,182,Romania,RO,Europe,Bihor,B?biciu Mo?tenesc,44.05,24.55
6765243,2884,182,Romania,RO,Europe,Bihor,B?boasa,47.03333,24.18333
6776049,2884,182,Romania,RO,Europe,Bihor,Babotea,45.32885,24.35541
6765237,2884,182,Romania,RO,Europe,Bihor,B?bu?iu,46.9403,23.53102
6764795,2884,182,Romania,RO,Europe,Bihor,B?c?le?ti,44.05997,24.81636
6764792,2884,182,Romania,RO,Europe,Bihor,B?canu,44.41667,25.81667
6764786,2884,182,Romania,RO,Europe,Bihor,Bacea,44.39824,24.63759
6764783,2884,182,Romania,RO,Europe,Bihor,B?ceni,44.43333,24.7
6764774,2884,182,Romania,RO,Europe,Bihor,Baciu,44.33152,25.44429
6764771,2884,182,Romania,RO,Europe,Bihor,Baciu de Sus,44.33333,25.43333
6764770,2884,182,Romania,RO,Europe,Bihor,Baciu Po?ta,44.31667,25.43333
6761080,2884,182,Romania,RO,Europe,Bihor,Bâcu,44.48259,25.88904
6764762,2884,182,Romania,RO,Europe,Bihor,B?deni,46.48868,23.73619
6764763,2884,182,Romania,RO,Europe,Bihor,B?deni,46.21753,25.34836
6776032,2884,182,Romania,RO,Europe,Bihor,B?deni,46.22567,25.33997
6764759,2884,182,Romania,RO,Europe,Bihor,B?de?ti,46.97026,23.63799
6764760,2884,182,Romania,RO,Europe,Bihor,B?de?ti,44.3948,24.76119
6764756,2884,182,Romania,RO,Europe,Bihor,Badia,44.28333,24.55
6764753,2884,182,Romania,RO,Europe,Bihor,Badon,47.25001,22.97797
6764750,2884,182,Romania,RO,Europe,Bihor,B?duleasa,43.92286,24.98274
6764749,2884,182,Romania,RO,Europe,Bihor,B?dule?ti,44.76098,25.2707
6764746,2884,182,Romania,RO,Europe,Bihor,B?gaciu,46.88588,23.94743
6764747,2884,182,Romania,RO,Europe,Bihor,B?gaciu,46.26667,24.36667
6764743,2884,182,Romania,RO,Europe,Bihor,B?g?u,46.31047,23.79399
6764731,2884,182,Romania,RO,Europe,Bihor,Bahnea,46.36667,24.48333
6764724,2884,182,Romania,RO,Europe,Bihor,Baia,45.68333,23.31667
6764506,2884,182,Romania,RO,Europe,Bihor,B?i?a,47.70614,23.49326
6764507,2884,182,Romania,RO,Europe,Bihor,B?i?a,47.0305,23.86592
6764508,2884,182,Romania,RO,Europe,Bihor,B?i?a,46.83635,24.53
6764717,2884,182,Romania,RO,Europe,Bihor,Baia de Fier,45.16667,23.76667
6764714,2884,182,Romania,RO,Europe,Bihor,Baia Mare,47.65729,23.56808
6770135,2884,182,Romania,RO,Europe,Bihor,Baia Mare International Airport,47.65839,23.47002
6809280,2884,182,Romania,RO,Europe,Bihor,Baia Mare Railway Station,47.64677,23.55233
6764713,2884,182,Romania,RO,Europe,Bihor,Baia Sfânta Cruce,46.33333,25.51667
6764712,2884,182,Romania,RO,Europe,Bihor,Baia Sprie,47.66189,23.69215
6764710,2884,182,Romania,RO,Europe,Bihor,B?ia?ul,45.4,24.31667
6764711,2884,182,Romania,RO,Europe,Bihor,B?ia?u,45.3718,24.39487
6764709,2884,182,Romania,RO,Europe,Bihor,Baica,47.07694,23.30186
6809667,2884,182,Romania,RO,Europe,Bihor,Baicu,45.3292,22.6409
6764702,2884,182,Romania,RO,Europe,Bihor,B?ie?i,45.9,23.4
6764748,2884,182,Romania,RO,Europe,Bihor,B?ie?ti,45.53333,23.01667
6764525,2884,182,Romania,RO,Europe,Bihor,B?ile Bor?a,47.68416,24.71391
6764524,2884,182,Romania,RO,Europe,Bihor,B?ile Chirui,46.30069,25.58446
625785,2884,182,Romania,RO,Europe,Bihor,Baile Felix,,
6764521,2884,182,Romania,RO,Europe,Bihor,B?ile Homorod,46.35,25.46667
6764522,2884,182,Romania,RO,Europe,Bihor,B?ile Homorod,46.35337,25.47035
6764519,2884,182,Romania,RO,Europe,Bihor,B?ile Ol?ne?ti,45.2,24.23333
6802360,2884,182,Romania,RO,Europe,Bihor,B?ileasa,45.26537,23.58505
6764504,2884,182,Romania,RO,Europe,Bihor,B?i?a,47.65,23.41667
6764501,2884,182,Romania,RO,Europe,Bihor,B?i?a de sub Codru,47.53333,23.15
6764499,2884,182,Romania,RO,Europe,Bihor,B?iu?,47.61667,24
6764493,2884,182,Romania,RO,Europe,Bihor,B?la,46.71667,24.5
6764486,2884,182,Romania,RO,Europe,Bihor,B?l?ceanca,44.39249,26.29009
6809083,2884,182,Romania,RO,Europe,Bihor,Balaci,44.3731,24.98606
6763934,2884,182,Romania,RO,Europe,Bihor,B?l?a?i,44.51026,24.58317
6764473,2884,182,Romania,RO,Europe,Bihor,B?lan,45.48333,22.85
6764474,2884,182,Romania,RO,Europe,Bihor,B?lan,47.15599,23.31213
6764475,2884,182,Romania,RO,Europe,Bihor,B?lan,46.6505,25.80834
6764458,2884,182,Romania,RO,Europe,Bihor,B?l?ne?ti,45.18333,23.98333
6764462,2884,182,Romania,RO,Europe,Bihor,B?l?ne?ti,45.06667,23.4
6764463,2884,182,Romania,RO,Europe,Bihor,B?l?ne?ti,44.68003,25.74848
6764464,2884,182,Romania,RO,Europe,Bihor,B?l?ne?ti,44.2497,24.48216
6764455,2884,182,Romania,RO,Europe,Bihor,B?lani,45.15,23.66667
6764456,2884,182,Romania,RO,Europe,Bihor,B?lani,45.08633,23.2589
6764454,2884,182,Romania,RO,Europe,Bihor,B?l?noaia,43.95,25.93333
6764453,2884,182,Romania,RO,Europe,Bihor,B?lanu,43.91922,25.91919
6764446,2884,182,Romania,RO,Europe,Bihor,B?l??oeni,44.4,25.76667
6764444,2884,182,Romania,RO,Europe,Bihor,B?l?u?eri,46.4,24.68333
6760768,2884,182,Romania,RO,Europe,Bihor,Bâlca Ro?eni,47.08333,25.93333
6759957,2884,182,Romania,RO,Europe,Bihor,B?lcaciu,46.19122,24.06139
6764435,2884,182,Romania,RO,Europe,Bihor,B?lce?ti,45.10516,23.6329
6763991,2884,182,Romania,RO,Europe,Bihor,Balda,46.73353,24.14362
6760764,2884,182,Romania,RO,Europe,Bihor,Bâldana,44.603,25.77836
6763989,2884,182,Romania,RO,Europe,Bihor,Baldovine?ti,44.34007,25.05765
6763988,2884,182,Romania,RO,Europe,Bihor,Balea,45.8,24.56667
6763983,2884,182,Romania,RO,Europe,Bihor,B?le?ti,45.01667,23.21667
6763977,2884,182,Romania,RO,Europe,Bihor,B?linde?ti,45.15,24.06667
6809725,2884,182,Romania,RO,Europe,Bihor,Balmo?ul,45.18865,22.69573
6763967,2884,182,Romania,RO,Europe,Bihor,Balomir,45.58516,22.99963
6763965,2884,182,Romania,RO,Europe,Bihor,Balomiru de Câmp,45.93878,23.36109
6763963,2884,182,Romania,RO,Europe,Bihor,Balota,45.43254,24.29564
6763960,2884,182,Romania,RO,Europe,Bihor,Balote?ti,44.61667,26.11667
6760759,2884,182,Romania,RO,Europe,Bihor,Bâlta,45.11791,23.1022
6763952,2884,182,Romania,RO,Europe,Bihor,Balta Alb?,44.43333,26.18333
6757522,2884,182,Romania,RO,Europe,Bihor,Balta Brani?tea,43.98333,26.05
6767701,2884,182,Romania,RO,Europe,Bihor,Balta Comana,44.16139,26.10361
6781341,2884,182,Romania,RO,Europe,Bihor,Balta Obâr?ia,43.88333,24.33333
6763942,2884,182,Romania,RO,Europe,Bihor,Balta S?rat?,44.0139,24.82537
6763938,2884,182,Romania,RO,Europe,Bihor,B?lt??eni,45.08508,24.06753
6763923,2884,182,Romania,RO,Europe,Bihor,B?lteni,45.01258,23.95486
6763925,2884,182,Romania,RO,Europe,Bihor,B?lteni,44.66488,25.69339
6763926,2884,182,Romania,RO,Europe,Bihor,B?lteni,44.44883,24.53247
6763911,2884,182,Romania,RO,Europe,Bihor,B?lticel Andrei,45,23.4
6760758,2884,182,Romania,RO,Europe,Bihor,Bâlti?oara,45.11667,23.11667
6763909,2884,182,Romania,RO,Europe,Bihor,Bâltoci,45.08333,23.43333
6773999,2884,182,Romania,RO,Europe,Bihor,"BANCA CARPATICA, filiala Avia?iei",44.48352,26.09263
6771778,2884,182,Romania,RO,Europe,Bihor,"Banca Transilvania, Agen?ia B?neasa",44.49367,26.08423
6763351,2884,182,Romania,RO,Europe,Bihor,Bancu,46.30291,25.94422
6763349,2884,182,Romania,RO,Europe,Bihor,Band,46.58333,24.38333
6763344,2884,182,Romania,RO,Europe,Bihor,B?neasa,44.5,26.06667
6763346,2884,182,Romania,RO,Europe,Bihor,B?neasa,44.04611,26.06417
6763347,2884,182,Romania,RO,Europe,Bihor,B?neasa,43.93975,24.94997
6771261,2884,182,Romania,RO,Europe,Bihor,B?neasa Drive Cinema,44.5055,26.08702
6809303,2884,182,Romania,RO,Europe,Bihor,"B?neasa Royal Farm, West part",44.49987,26.07766
6771264,2884,182,Romania,RO,Europe,Bihor,B?neasa Shopping City 1,44.50817,26.08926
6771265,2884,182,Romania,RO,Europe,Bihor,B?neasa Shopping City 2,44.50606,26.08885
6763337,2884,182,Romania,RO,Europe,Bihor,B?ne?ti,44.73519,25.57447
6763338,2884,182,Romania,RO,Europe,Bihor,B?ne?ti,44.27406,25.89098
6763329,2884,182,Romania,RO,Europe,Bihor,B?ni?a,45.43333,23.36667
6763330,2884,182,Romania,RO,Europe,Bihor,B?ni?a,45.45,23.26667
6763325,2884,182,Romania,RO,Europe,Bihor,Banov,44.44502,25.34067
6760753,2884,182,Romania,RO,Europe,Bihor,Bâra,46.57221,24.87262
6763319,2884,182,Romania,RO,Europe,Bihor,B?r?ban?,46.0993,23.58487
6802732,2884,182,Romania,RO,Europe,Bihor,B?r?b?tescu,45.30448,24.06649
6763318,2884,182,Romania,RO,Europe,Bihor,B?r?cea,44.03333,25.15
6763317,2884,182,Romania,RO,Europe,Bihor,B?r?ceni,44.54531,25.45887
6763316,2884,182,Romania,RO,Europe,Bihor,B?r?gini,44.55,24.8
6763315,2884,182,Romania,RO,Europe,Bihor,B?r?i,46.84552,23.90825
6763308,2884,182,Romania,RO,Europe,Bihor,B?r??tii Ha?egului,45.57143,22.94431
6763298,2884,182,Romania,RO,Europe,Bihor,B?rb?tenii de Sus,45.33333,23.18333
6763296,2884,182,Romania,RO,Europe,Bihor,B?rb?tescu,44.63333,25.9
6763295,2884,182,Romania,RO,Europe,Bihor,B?rb?te?ti,45.18333,24.11667
6763289,2884,182,Romania,RO,Europe,Bihor,B?rboasa,46.81667,24.46667
6741415,2884,182,Romania,RO,Europe,Bihor,B?rbo?i,46.58333,24.18333
6763286,2884,182,Romania,RO,Europe,Bihor,B?rbuceanu,44.70525,25.92163
6763284,2884,182,Romania,RO,Europe,Bihor,B?rbule?ti,45.06667,23.85
6763281,2884,182,Romania,RO,Europe,Bihor,B?rc,45.96667,23.98333
6760748,2884,182,Romania,RO,Europe,Bihor,Bârca,45.05,23.43333
6760747,2884,182,Romania,RO,Europe,Bihor,Bârcaciu,45.14092,23.44173
6763279,2884,182,Romania,RO,Europe,Bihor,Barcanele,45.08627,24.13458
6763278,2884,182,Romania,RO,Europe,Bihor,B?rc?ne?ti,44.30045,24.54706
6763271,2884,182,Romania,RO,Europe,Bihor,Barcia,46.41667,24.96667
6763270,2884,182,Romania,RO,Europe,Bihor,B?rde?ti,46.59488,24.51389
6760736,2884,182,Romania,RO,Europe,Bihor,Bârg?u,47.68344,23.39971
6760733,2884,182,Romania,RO,Europe,Bihor,Bârghi?,45.98333,24.53333
6760728,2884,182,Romania,RO,Europe,Bihor,Bârla,44.42606,24.77743
6809316,2884,182,Romania,RO,Europe,Bihor,Bârlea,45.35568,22.8438
6760721,2884,182,Romania,RO,Europe,Bihor,Bârle?ti,45.15,23.38333
6760722,2884,182,Romania,RO,Europe,Bihor,Bârle?ti,44.46667,24.71667
6763267,2884,182,Romania,RO,Europe,Bihor,Bârliba?,46.68897,24.24549
6760714,2884,182,Romania,RO,Europe,Bihor,Bârlib??oaia,46.28333,24.83333
6760713,2884,182,Romania,RO,Europe,Bihor,Bârlogu,44.62658,25.08066
6760708,2884,182,Romania,RO,Europe,Bihor,Bârn?del,46.81667,25.91667
6760707,2884,182,Romania,RO,Europe,Bihor,Bârnadu,46.83276,25.82321
6760700,2884,182,Romania,RO,Europe,Bihor,Bârsa,47.32527,23.21045
6760698,2884,182,Romania,RO,Europe,Bihor,Bârsana,45.76667,23.63333
6760689,2884,182,Romania,RO,Europe,Bihor,Bârs?u de Jos,47.59518,23.26376
6760323,2884,182,Romania,RO,Europe,Bihor,Bârs?u de Sus,47.6,23.21667
6760321,2884,182,Romania,RO,Europe,Bihor,Bârs?u Mare,47.27175,23.66331
6760320,2884,182,Romania,RO,Europe,Bihor,Bârs?u?a,47.35,23.7
6760319,2884,182,Romania,RO,Europe,Bihor,Bârse?ti,45.05,23.23333
6760316,2884,182,Romania,RO,Europe,Bihor,Bârse?tii de Jos,44.01667,24.66667
6760315,2884,182,Romania,RO,Europe,Bihor,Bârse?tii de Sus,44.03333,24.66667
6762312,2884,182,Romania,RO,Europe,Bihor,Barto?tana,46.51667,25.03333
6762311,2884,182,Romania,RO,Europe,Bihor,Baru,45.47218,23.16271
6762308,2884,182,Romania,RO,Europe,Bihor,Baru Mic,45.46667,23.15
6762307,2884,182,Romania,RO,Europe,Bihor,Barza,44.33333,24.78333
6760311,2884,182,Romania,RO,Europe,Bihor,Bârza,46.55,24.13333
6760308,2884,182,Romania,RO,Europe,Bihor,Bârzava,46.43203,25.8205
6760304,2884,182,Romania,RO,Europe,Bihor,Bârzeiu de Gilort,45.00011,23.59863
6760300,2884,182,Romania,RO,Europe,Bihor,Bârze?ti,44.40037,26.14407
6760303,2884,182,Romania,RO,Europe,Bihor,Bârze?ti,45.13333,24.11667
6760298,2884,182,Romania,RO,Europe,Bihor,Bârzoteni,45.15,24
6773274,2884,182,Romania,RO,Europe,Bihor,Basarab Tower,44.45214,26.06046
6760291,2884,182,Romania,RO,Europe,Bihor,Bâscoveni,44.24444,25.35998
6762299,2884,182,Romania,RO,Europe,Bihor,B?se?ti,47.48333,23.15
6762300,2884,182,Romania,RO,Europe,Bihor,B?se?ti,44.03333,24.81667
6760282,2884,182,Romania,RO,Europe,Bihor,Bâsnegi,45.08333,23.45
6807606,2884,182,Romania,RO,Europe,Bihor,Bassen Pension,46.19516,24.28176
6762294,2884,182,Romania,RO,Europe,Bihor,Basta,45.1,23.46667
6740982,2884,182,Romania,RO,Europe,Bihor,Batarch,48.03333,23.03333
6762285,2884,182,Romania,RO,Europe,Bihor,B?tarci,48.03333,23.16667
6760256,2884,182,Romania,RO,Europe,Bihor,Bâtca Ro?ie,47.35,25.25
6762281,2884,182,Romania,RO,Europe,Bihor,Batin,47.07277,24.0614
6762278,2884,182,Romania,RO,Europe,Bihor,Bato?,46.88333,24.66667
6774393,2884,182,Romania,RO,Europe,Bihor,Bazilescu Park,44.48894,26.03361
6762258,2884,182,Romania,RO,Europe,Bihor,Bazna,46.2,24.28333
6761130,2884,182,Romania,RO,Europe,Bihor,Be?a,46.25361,23.81534
6762252,2884,182,Romania,RO,Europe,Bihor,Beberani,45.61667,24.05
6762251,2884,182,Romania,RO,Europe,Bihor,Beca?,46.51452,25.18735
6762249,2884,182,Romania,RO,Europe,Bihor,Becheni,45.07958,23.7716
6762244,2884,182,Romania,RO,Europe,Bihor,Beciu,44.00429,24.66571
6762242,2884,182,Romania,RO,Europe,Bihor,Beclean,47.18333,24.18333
6762239,2884,182,Romania,RO,Europe,Bihor,Beclenu?,47.18333,24.18333
6762237,2884,182,Romania,RO,Europe,Bihor,Bedeni,46.46761,24.78337
6762234,2884,182,Romania,RO,Europe,Bihor,Beia,46.14641,25.18568
6762233,2884,182,Romania,RO,Europe,Bihor,Beica de Jos,46.73333,24.8
6762232,2884,182,Romania,RO,Europe,Bihor,Beica de Sus,46.73865,24.82308
6762230,2884,182,Romania,RO,Europe,Bihor,Beiu,43.87352,25.45548
6762223,2884,182,Romania,RO,Europe,Bihor,Bela,45.15,24.01667
6761776,2884,182,Romania,RO,Europe,Bihor,Belciug,44.26818,25.11808
6761769,2884,182,Romania,RO,Europe,Bihor,Beldiu,46.23663,23.71677
6802711,2884,182,Romania,RO,Europe,Bihor,Beleoaia,45.31525,23.84461
6761765,2884,182,Romania,RO,Europe,Bihor,Belete?ti,45.15,24.06667
6761749,2884,182,Romania,RO,Europe,Bihor,Bellu Graveyard,44.40336,26.1001
6761751,2884,182,Romania,RO,Europe,Bihor,Beltiug,47.55,22.85
6807579,2884,182,Romania,RO,Europe,Bihor,Belvedere,46.77427,23.58142
6761744,2884,182,Romania,RO,Europe,Bihor,Bendorf,46.21667,24.8
6761743,2884,182,Romania,RO,Europe,Bihor,Benesat,47.41049,23.28904
6761741,2884,182,Romania,RO,Europe,Bihor,Bene?ti,45.95582,24.50269
6761736,2884,182,Romania,RO,Europe,Bihor,Benge?tii de Jos,45.05,23.6
6761734,2884,182,Romania,RO,Europe,Bihor,Benge?tii de Sus,45.08333,23.6
6761735,2884,182,Romania,RO,Europe,Bihor,Benge?ti,45.06667,23.6
6761733,2884,182,Romania,RO,Europe,Bihor,Benia,47.66459,25.26697
6761732,2884,182,Romania,RO,Europe,Bihor,Benic,46.21312,23.59143
6761731,2884,182,Romania,RO,Europe,Bihor,Ben?id,46.37298,25.17491
6761728,2884,182,Romania,RO,Europe,Bihor,Berbe?ti,47.84865,23.93448
6806334,2884,182,Romania,RO,Europe,Bihor,Berceni,44.38638,26.11832
6774034,2884,182,Romania,RO,Europe,Bihor,Berceni - stefan,44.38448,26.10509
6761718,2884,182,Romania,RO,Europe,Bihor,Berce?ti,45.17467,23.70508
6761717,2884,182,Romania,RO,Europe,Bihor,Berchez,47.51864,23.50556
6761716,2884,182,Romania,RO,Europe,Bihor,Berchezoaia,47.49842,23.53844
6761715,2884,182,Romania,RO,Europe,Bihor,Berchezul,47.53333,23.46667
6761714,2884,182,Romania,RO,Europe,Bihor,Berchie?u,46.72842,24.03809
6761725,2884,182,Romania,RO,Europe,Bihor,Bercu,45.60728,23.02171
6761710,2884,182,Romania,RO,Europe,Bihor,Bercu Nou,47.93357,22.92936
6761697,2884,182,Romania,RO,Europe,Bihor,Bereni,46.55733,24.86821
6761695,2884,182,Romania,RO,Europe,Bihor,Bereoni,45.46667,23.45
6761693,2884,182,Romania,RO,Europe,Bihor,Bere?ti,45.1,23.81667
6761158,2884,182,Romania,RO,Europe,Bihor,Berghia,46.53879,24.42922
6761157,2884,182,Romania,RO,Europe,Bihor,Berghin,46.07782,23.73742
6761148,2884,182,Romania,RO,Europe,Bihor,Berin?a,47.54067,23.67693
6761154,2884,182,Romania,RO,Europe,Bihor,Berindan,47.78516,23.01222
6761153,2884,182,Romania,RO,Europe,Bihor,Berindei,44.10863,24.5637
6761150,2884,182,Romania,RO,Europe,Bihor,Berindu,46.93428,23.43728
6761147,2884,182,Romania,RO,Europe,Bihor,Berisl?ve?ti,45.25,24.41667
6761145,2884,182,Romania,RO,Europe,Bihor,Beriu,45.78333,23.18333
6761143,2884,182,Romania,RO,Europe,Bihor,Bernadea,46.37407,24.45847
6807893,2884,182,Romania,RO,Europe,Bihor,Berthelot Hotel,44.44202,26.09273
6761140,2884,182,Romania,RO,Europe,Bihor,Berveni,47.75,22.46667
6761138,2884,182,Romania,RO,Europe,Bihor,Berveni Noi,47.75,22.46667
6770201,2884,182,Romania,RO,Europe,Bihor,Best Western Bistra And Galina,43.8333,25.9499
6807026,2884,182,Romania,RO,Europe,Bihor,Best Western Eurohotel - Standard,47.65301,23.56018
6770203,2884,182,Romania,RO,Europe,Bihor,Best Western Hotel Topaz,46.7666,23.6
6807898,2884,182,Romania,RO,Europe,Bihor,Best Western Plus Fusion,46.75085,23.52089
6807892,2884,182,Romania,RO,Europe,Bihor,Best Western Plus Mari Vila,44.4074,26.21603
6808330,2884,182,Romania,RO,Europe,Bihor,Best Western Plus Mari Vila Hotel Bucharest,44.40718,26.21603
6808483,2884,182,Romania,RO,Europe,Bihor,Best Western Plus Mari Villa Bucharest,44.4079,26.21725
6807103,2884,182,Romania,RO,Europe,Bihor,Best Western Silva Hotel,45.78502,24.14327
6807621,2884,182,Romania,RO,Europe,Bihor,Best Western Stil Hotel,44.48138,26.09199
6761129,2884,182,Romania,RO,Europe,Bihor,Beta,46.2778,25.22534
6761128,2884,182,Romania,RO,Europe,Bihor,Bete?ti,46.29027,25.08243
6761123,2884,182,Romania,RO,Europe,Bihor,Beu,46.57393,24.71942
6761122,2884,182,Romania,RO,Europe,Bihor,Beuca,44.252,24.96637
6761119,2884,182,Romania,RO,Europe,Bihor,Beudiu,47.06328,24.17207
6808495,2884,182,Romania,RO,Europe,Bihor,Beyfin,46.77106,23.59625
6761117,2884,182,Romania,RO,Europe,Bihor,Bezded,47.15818,23.47871
6761113,2884,182,Romania,RO,Europe,Bihor,Bezid,46.40564,24.92437
6761112,2884,182,Romania,RO,Europe,Bihor,Bezidu Nou,46.42266,24.90639
62943,2884,182,Romania,RO,Europe,Bihor,Beznea,46.95967,22.61954
6771787,2884,182,Romania,RO,Europe,Bihor,Biblioteca de var? Her?str?u,44.46882,26.08177
6761106,2884,182,Romania,RO,Europe,Bihor,Bic?jelu,46.81667,25.91667
6761104,2884,182,Romania,RO,Europe,Bihor,Bica?,46.56667,23.8
6761103,2884,182,Romania,RO,Europe,Bihor,Bica?u,46.80227,24.9539
6761102,2884,182,Romania,RO,Europe,Bihor,Bic?u,47.6627,23.28666
6761100,2884,182,Romania,RO,Europe,Bihor,Bicaz,47.46667,23.03333
6761093,2884,182,Romania,RO,Europe,Bihor,Bicaz Centru,46.83333,25.88333
6761092,2884,182,Romania,RO,Europe,Bihor,Bicaz-Chei,46.81667,25.88333
6761090,2884,182,Romania,RO,Europe,Bihor,Bicazu Ardelean,46.85,25.93333
6761085,2884,182,Romania,RO,Europe,Bihor,Bichigiu,47.42522,24.33893
6761083,2884,182,Romania,RO,Europe,Bihor,Bichi?,46.36667,24.1
6761078,2884,182,Romania,RO,Europe,Bihor,Bicu Mic,46.78333,25.45
6761075,2884,182,Romania,RO,Europe,Bihor,Bidiu,47.04433,24.23814
6761074,2884,182,Romania,RO,Europe,Bihor,Biertan,46.13333,24.51667
62944,2884,182,Romania,RO,Europe,Bihor,Biharia,46.42838,22.76923
6760779,2884,182,Romania,RO,Europe,Bihor,Biia,46.23097,24.00461
6760778,2884,182,Romania,RO,Europe,Bihor,Bila,44.16988,25.85202
6760775,2884,182,Romania,RO,Europe,Bihor,Bilbor,47.05,25.51667
6760766,2884,182,Romania,RO,Europe,Bihor,Bilciure?ti,44.73333,25.8
6809347,2884,182,Romania,RO,Europe,Bihor,Bilugu Mare,45.37135,23.01623
6808336,2884,182,Romania,RO,Europe,Bihor,Binderbubi Medias,46.16057,24.36375
6808337,2884,182,Romania,RO,Europe,Bihor,Binderbubi Sighisoara,46.21607,24.79407
6760744,2884,182,Romania,RO,Europe,Bihor,Bircii,45.09967,23.59329
6760314,2884,182,Romania,RO,Europe,Bihor,Birt,47.65,24.66667
6760290,2884,182,Romania,RO,Europe,Bihor,Biserica,46.35,25.85
6771762,2884,182,Romania,RO,Europe,Bihor,"Biserica Catolica ""Sfintii Petru si Pavel""",44.49045,26.0916
6760289,2884,182,Romania,RO,Europe,Bihor,Biserica de Zid,45.05,23.85
6771217,2884,182,Romania,RO,Europe,Bihor,Biserica Fortificata Viscri,46.05492,25.08848
